Gene_acc,Gene_id,logFC,log_AveExpr,FDR,Desc
0,Tb927.5.4450,-0.019760993137857952,14.539183389574083,0.03858921141456284,"hypothetical protein, conserved"
1,Tb927.5.4460,0.08492566418919267,22.31791147019137,2.2470965289347746,"major vault protein, putative"
2,Tb927.5.4470,-0.05616922484636433,18.107583422431457,0.5089164447990624,"hypothetical protein, conserved"
3,Tb927.5.4480,0.019772159260380562,20.589477675811644,0.1962439577375511,"paraflagellar rod component par4, putative"
4,Tb927.5.4500,-0.03852356468239293,21.634244948149608,0.47933686891423344,"ras-like small GTPase, putative"
5,Tb927.5.4520,-0.04914182803468137,16.812307552415696,0.4008334663008384,Kinetochore interacting protein 1
6,Tb927.5.4360,0.18419716733792058,16.794560085095444,1.9635895037781295,"hypothetical protein, conserved"
7,Tb927.5.4560,-0.04187624875959983,22.045031553097818,0.626815421397827,"guanine deaminase, putative"
8,Tb05.5K5.210,-0.03882364535270355,15.76085991996716,0.13371307931039322,hypothetical protein
9,Tb927.5.4580,0.1560868128899653,14.502491005440126,0.6907417800571822,Flagellum adhesion protein 3
10,Tb927.9.15940,0.3881418813507391,14.369775384023932,3.9815479087741026,"expression site-associated gene 3 (ESAG3) protein, putative"
11,Tb927.5.4380,-0.03606198165120844,20.575395022744644,0.4461058957124797,Kinetoplastid-specific Protein Phosphatase 1
12,Tb927.5.4390,-0.29504877105915917,16.06287872290941,2.3000748425539355,"hypothetical protein, conserved"
13,Tb927.5.4400,0.08708008526854272,16.431760312373864,0.5538509013413826,"hypothetical protein, conserved"
14,Tb927.5.4410,0.03376980211032077,17.067009399315566,0.21996446414911178,"hypothetical protein, conserved"
15,Tb927.5.4420,0.13198492859114452,21.15591679358863,2.0610679765501745,"nucleolar RNA helicase II, putative"
16,Tb927.5.4430,-0.07984818834189511,15.499081359137282,0.35906743201721236,"calcium/calmodulin-dependent protein kinase, putative"
17,Tb927.5.4440,-0.11473863093481285,19.471697815123257,1.404879309837987,"dynein light chain, putative"
18,Tb06.3A7.960,0.11944089347622366,19.81944715167167,1.3332671360584307,hypothetical protein
19,Tb927.7.2140,-0.11454648038434456,12.197584596058084,0.17113227565534844,"zinc finger protein family member, putative"
20,Tb09.v4.0013,0.10133265871748165,14.586703615180522,0.7786966352320545,"retrotransposon hot spot (RHS) protein, putative"
21,Tb09.v4.0015,0.14409952358460387,12.572547238885175,0.39476976930475793,hypothetical protein
22,Tb09.v4.0016,0.1372102501913588,18.209008539520273,2.0001979567016184,"expression site- associated gene (ESAG) protein, putative"
23,Tb09.v4.0030,0.14076661289746895,12.974019953392133,0.6529283884533458,"variant surface glycoprotein (VSG), putative"
24,Tb09.v4.0067,-0.5613157512882978,17.814557129778933,3.1917237468241653,"retrotransposon hot spot protein, pseudogene"
26,Tb927.9.1130,-0.16112893064975609,16.866762433167484,0.6060769432606984,"variant surface glycoprotein (VSG, pseudogene), putative"
28,Tb09.v4.0107,0.10716001121120655,18.269597274819542,0.46980033895709233,"expression site-associated gene 5 (ESAG5) protein, putative"
29,Tb09.v4.0109,-0.0015095883654936415,17.964159987622452,0.011906787445424265,hypothetical protein
30,Tb09.v4.0137,-0.16134476712590917,15.541453975905187,0.4317285640329737,"variant surface glycoprotein, fragment"
31,Tb09.v4.0150,0.11915748007116278,15.301295280253438,0.3575146507418256,"variant surface glycoprotein (VSG, pseudogene), putative"
33,Tb927.10.4430,0.04327504254422365,19.631730225666107,0.5682424464244883,pumillo RNA binding protein PUF1
34,Tb927.10.4440,-0.24513156279934378,15.67009379840641,2.494363215965816,predicted SAP domain protein
35,Tb10.v4.0035,-0.13581299248206236,20.80562688643512,2.0769509400758754,"stress-inducible protein STI1-like, putative"
36,Tb927.10.4460,0.43561805426737266,16.583601350697837,4.170319237503562,"leucine carboxyl methyltransferase, putative"
37,Tb927.10.4470,0.10714238331268078,15.026143855381942,0.37079223715424264,"hypothetical protein, conserved"
38,Tb927.10.4490,0.02368690902089554,18.5850822554439,0.21342841710007732,"hypothetical protein, conserved"
39,Tb927.10.4500,0.058512530074995794,19.175456916690653,0.5683477651060967,cap guanine-N7 methyltransferase
40,Tb10.v4.0041,-0.1278537313177317,17.834176289040784,1.6423134273515931,"PUB domain containing protein, putative"
41,Tb927.10.4330,0.02905615451472343,13.660097561319022,0.04837031257331546,"2-oxoisovalerate dehydrogenase beta subunit, mitochondrial precursor, putative"
42,Tb927.10.4320,0.22301253594783788,17.794968440664082,2.4572219318060218,"hypothetical protein, conserved"
43,Tb927.10.4310,0.1090606409743593,20.01587309081294,2.296276747554482,"prohibitin 2, putative"
44,Tb10.v4.0052,-0.14355993888791474,17.00989817737023,1.8879865929088033,microtubule-associated protein 2
51,Tb10.v4.0213,0.36020500241577125,16.31841109606731,4.60729072040025,"expression site-associated protein 1 (ESAG1), putative"
52,Tb10.v4.0216,-0.19885172757591008,16.132589090453315,1.4240137688897179,"variant surface glycoprotein (VSG, pseudogene), putative"
53,Tb10.v4.0240,0.0009360287819539792,19.911092745542675,0.008461558391434788,"variant surface glycoprotein (VSG, pseudogene), putative /product"
54,Tb927.10.6900,-0.13124436405566442,15.250182743233998,0.7687356514593123,base J-associated glucosyltransferase
55,Tb927.10.6950,-0.21968454459845432,16.872669358403726,1.7495681729116617,"sterol 24-c-methyltransferase, putative"
56,Tb11.01.2730,-0.08905331325370369,16.797822209580126,0.7499141085097689,"hypothetical protein, conserved"
58,Tb11.02.5070b,0.14096196722512389,15.061436653409048,1.1488423369026997,"hypothetical protein, conserved"
59,Tb927.11.7213,0.09739400843329094,19.81664482890765,1.1238520228943811,"Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter, putative"
60,Tb11.02.5090b,0.13099407044714795,17.01327112941768,1.0174392773329026,"proliferator-activated receptor-interacting protein (PRIP) interacting protein (PIMT), putative, pseudogene"
61,Tb11.02.5360b,-0.2990231742966998,14.66905527291993,0.9601906060867667,"hypothetical protein, conserved"
62,Tb11.02.5380b,-0.06621015552224208,19.02753752841509,0.8673758268787192,"exosome complex exonuclease RRP44p homologue, putative"
